,bbl,RS_Unit_Count,legacy_properties_all_rs,legacy_properties_0_35_pct_rs,legacy_properties_35_89_pct_rs,legacy_properties_90_pct_plus_rs,programmatic_properties,govt_subsidized_income_restricted_rs,mixed_income_rs
43506,4000770057,14.0,0,0,0,0,1,1,0
43507,4000780001,7.0,1,0,1,0,0,0,0
43508,4000780002,15.0,1,0,1,0,0,0,0
43510,4000780011,10.0,1,0,0,1,0,0,0
43512,4000810005,76.0,0,0,0,0,1,0,1
43513,4000817502,11.0,0,0,0,0,1,0,1
43514,4000840046,15.0,1,0,1,0,0,0,0
43515,4000850013,89.0,0,0,0,0,1,0,1
43516,4000850030,48.0,0,0,0,0,1,0,1
43517,4000850041,197.0,0,0,0,0,1,0,1
43519,4000867501,391.0,0,0,0,0,1,0,1
43520,4001170001,440.0,1,0,0,1,0,0,0
43522,4001280001,35.0,1,0,1,0,0,0,0
43525,4001280070,6.0,1,0,0,1,0,0,0
43526,4001280071,6.0,1,0,0,1,0,0,0
43527,4001280072,5.0,1,0,1,0,0,0,0
43528,4001280073,29.0,1,0,1,0,0,0,0
43529,4001280171,6.0,1,0,0,1,0,0,0
43530,4001290070,50.0,1,0,1,0,0,0,0
43532,4001310009,36.0,1,0,0,1,0,0,0
43533,4001310011,33.0,1,0,1,0,0,0,0
43534,4001310013,14.0,1,1,0,0,0,0,0
43535,4001310025,42.0,1,0,0,1,0,0,0
43537,4001320067,78.0,1,0,1,0,0,0,0
43538,4001330001,12.0,1,0,1,0,0,0,0
43539,4001330070,75.0,1,0,0,1,0,0,0
43540,4001340001,55.0,1,0,0,1,0,0,0
43541,4001340009,6.0,1,0,0,1,0,0,0
43542,4001340010,6.0,1,0,0,1,0,0,0
43543,4001340011,1.0,1,1,0,0,0,0,0
43544,4001340013,4.0,1,0,1,0,0,0,0
43545,4001340014,2.0,1,1,0,0,0,0,0
43547,4001340016,5.0,1,0,1,0,0,0,0
43548,4001340018,1.0,1,1,0,0,0,0,0
43549,4001340019,2.0,1,1,0,0,0,0,0
43550,4001340020,1.0,1,1,0,0,0,0,0
43551,4001340021,2.0,1,1,0,0,0,0,0
43552,4001340022,5.0,1,0,1,0,0,0,0
43553,4001340023,6.0,1,0,0,1,0,0,0
43555,4001340029,66.0,1,0,0,1,0,0,0
43556,4001340039,23.0,1,0,1,0,0,0,0
43557,4001340041,4.0,1,0,1,0,0,0,0
43558,4001340044,6.0,1,0,0,1,0,0,0
43560,4001350001,6.0,1,0,1,0,0,0,0
43561,4001350006,6.0,1,0,1,0,0,0,0
43562,4001350007,6.0,1,0,0,1,0,0,0
43563,4001350008,2.0,1,1,0,0,0,0,0
43564,4001350009,6.0,1,0,0,1,0,0,0
43565,4001350010,4.0,1,0,1,0,0,0,0
43566,4001350011,6.0,1,0,0,1,0,0,0
43567,4001350012,6.0,1,0,0,1,0,0,0
43568,4001350013,2.0,1,1,0,0,0,0,0
43569,4001350014,6.0,1,0,0,1,0,0,0
43570,4001350015,6.0,1,0,0,1,0,0,0
43571,4001350016,12.0,1,0,0,1,0,0,0
43572,4001350017,4.0,1,0,1,0,0,0,0
43573,4001350019,6.0,1,0,0,1,0,0,0
43574,4001350021,7.0,1,0,0,1,0,0,0
43575,4001350022,6.0,1,0,0,1,0,0,0
43576,4001350024,6.0,1,0,0,1,0,0,0
43577,4001350025,10.0,1,0,0,1,0,0,0
43578,4001350035,12.0,1,0,0,1,0,0,0
43579,4001350036,3.0,1,0,1,0,0,0,0
43580,4001350037,3.0,1,0,1,0,0,0,0
43581,4001350038,6.0,1,0,0,1,0,0,0
43582,4001350039,1.0,1,1,0,0,0,0,0
43583,4001350040,6.0,1,0,0,1,0,0,0
43584,4001350041,2.0,1,1,0,0,0,0,0
43585,4001350042,2.0,1,1,0,0,0,0,0
43586,4001350043,5.0,1,0,1,0,0,0,0
43587,4001350044,1.0,1,1,0,0,0,0,0
43589,4001350048,6.0,1,0,0,1,0,0,0
43590,4001350050,1.0,1,1,0,0,0,0,0
43591,4001360018,7.0,1,0,0,1,0,0,0
43592,4001360036,7.0,1,0,0,1,0,0,0
43593,4001360039,7.0,1,0,0,1,0,0,0
43594,4001360049,4.0,1,0,1,0,0,0,0
43595,4001370004,91.0,1,0,1,0,0,0,0
43596,4001370013,95.0,1,0,0,1,0,0,0
43597,4001370020,94.0,1,0,0,1,0,0,0
43598,4001380003,16.0,1,0,0,1,0,0,0
43599,4001380005,6.0,1,0,1,0,0,0,0
43600,4001380006,15.0,1,0,0,1,0,0,0
43601,4001380007,51.0,1,0,0,1,0,0,0
43603,4001390011,55.0,1,0,1,0,0,0,0
43604,4001390024,57.0,1,0,0,1,0,0,0
43605,4001390029,16.0,1,0,0,1,0,0,0
43606,4001390031,16.0,1,0,0,1,0,0,0
43607,4001390033,15.0,1,0,0,1,0,0,0
43608,4001390035,70.0,1,0,0,1,0,0,0
43609,4001397501,18.0,1,1,0,0,0,0,0
43610,4001400025,80.0,1,0,0,1,0,0,0
43614,4001410027,83.0,1,0,0,1,0,0,0
43615,4001480001,52.0,1,0,1,0,0,0,0
43616,4001490001,84.0,1,0,0,1,0,0,0
43617,4001510009,6.0,1,0,1,0,0,0,0
43618,4001510010,6.0,1,0,0,1,0,0,0
43619,4001510011,4.0,1,1,0,0,0,0,0
43620,4001510013,8.0,1,0,1,0,0,0,0
43621,4001510019,11.0,0,0,0,0,1,0,1
43622,4001510039,6.0,1,0,0,1,0,0,0
43623,4001510040,6.0,1,0,0,1,0,0,0
43624,4001510041,6.0,1,0,0,1,0,0,0
43625,4001510050,6.0,1,0,0,1,0,0,0
43626,4001510051,6.0,1,0,0,1,0,0,0
43628,4001510054,35.0,1,0,0,1,0,0,0
43632,4001510061,1.0,1,1,0,0,0,0,0
43633,4001510062,6.0,1,0,0,1,0,0,0
43634,4001517501,7.0,0,0,0,0,1,0,1
43635,4001530007,34.0,1,0,1,0,0,0,0
43636,4001530012,30.0,1,0,1,0,0,0,0
43637,4001530033,33.0,1,0,1,0,0,0,0
43638,4001530042,1.0,0,0,0,0,0,0,0
43639,4001560001,12.0,1,0,1,0,0,0,0
43640,4001560003,13.0,0,0,0,0,1,1,0
43642,4001560051,16.0,1,0,0,1,0,0,0
43643,4001560053,9.0,1,0,1,0,0,0,0
43645,4001570005,43.0,1,0,1,0,0,0,0
43648,4001570032,7.0,1,0,1,0,0,0,0
43649,4001570034,7.0,1,0,1,0,0,0,0
43650,4001570035,7.0,1,0,1,0,0,0,0
43652,4001570133,8.0,1,0,0,1,0,0,0
43654,4001580019,8.0,1,0,1,0,0,0,0
43655,4001580034,16.0,0,0,0,0,1,0,1
43656,4001580038,90.0,1,0,0,1,0,0,0
43657,4001590001,151.0,1,0,0,1,0,0,0
43659,4001590028,38.0,0,0,0,0,1,0,1
43660,4001590031,14.0,1,0,1,0,0,0,0
43661,4001590033,12.0,1,0,1,0,0,0,0
43662,4001597501,4.0,1,1,0,0,0,0,0
43663,4001597502,3.0,1,1,0,0,0,0,0
43664,4001600009,56.0,1,0,1,0,0,0,0
43665,4001600018,52.0,1,0,0,1,0,0,0
43666,4001600029,40.0,1,0,1,0,0,0,0
43667,4001607501,7.0,1,1,0,0,0,0,0
43668,4001610007,6.0,1,0,0,1,0,0,0
43669,4001610014,37.0,1,0,0,1,0,0,0
43670,4001610017,23.0,1,0,0,1,0,0,0
43671,4001610020,65.0,1,0,0,1,0,0,0
43672,4001610026,81.0,1,0,0,1,0,0,0
43673,4001610033,67.0,1,0,0,1,0,0,0
43674,4001617501,9.0,1,1,0,0,0,0,0
43676,4001620019,48.0,1,0,0,1,0,0,0
43678,4001620033,18.0,1,0,0,1,0,0,0
43680,4001630004,15.0,1,0,0,1,0,0,0
43681,4001630007,15.0,1,0,1,0,0,0,0
43682,4001630009,10.0,1,0,1,0,0,0,0
43683,4001630011,11.0,1,0,1,0,0,0,0
43684,4001630014,52.0,1,0,1,0,0,0,0
43685,4001630019,46.0,1,0,1,0,0,0,0
43686,4001630031,53.0,1,0,1,0,0,0,0
43687,4001640005,4.0,1,0,1,0,0,0,0
43688,4001640006,3.0,1,0,1,0,0,0,0
43689,4001640007,3.0,1,0,1,0,0,0,0
43691,4001640009,2.0,1,1,0,0,0,0,0
43693,4001650001,50.0,1,0,0,1,0,0,0
43694,4001660006,94.0,1,0,0,1,0,0,0
43695,4001670001,7.0,1,0,0,1,0,0,0
43696,4001680001,67.0,1,0,1,0,0,0,0
43697,4001680036,23.0,1,0,1,0,0,0,0
43698,4001680041,46.0,1,0,0,1,0,0,0
43699,4001690001,76.0,1,0,0,1,0,0,0
43700,4001690009,18.0,1,0,0,1,0,0,0
43701,4001690011,11.0,1,0,1,0,0,0,0
43702,4001690013,19.0,1,0,0,1,0,0,0
43703,4001690015,19.0,1,0,0,1,0,0,0
43704,4001690016,15.0,1,0,1,0,0,0,0
43705,4001690021,15.0,1,0,1,0,0,0,0
43710,4001700008,6.0,1,0,0,1,0,0,0
43711,4001700009,6.0,1,0,0,1,0,0,0
43712,4001700010,4.0,1,0,1,0,0,0,0
43713,4001700011,6.0,1,0,0,1,0,0,0
43714,4001700012,6.0,1,0,0,1,0,0,0
43715,4001700013,6.0,1,0,0,1,0,0,0
43716,4001700015,5.0,1,0,1,0,0,0,0
43717,4001700016,45.0,1,0,1,0,0,0,0
43718,4001700021,47.0,1,0,1,0,0,0,0
43719,4001700031,6.0,1,0,0,1,0,0,0
43721,4001700034,6.0,1,0,0,1,0,0,0
43722,4001700036,6.0,1,0,0,1,0,0,0
43723,4001700037,3.0,1,0,1,0,0,0,0
43724,4001700038,5.0,1,0,1,0,0,0,0
43725,4001700039,6.0,1,0,0,1,0,0,0
43726,4001700040,6.0,1,0,0,1,0,0,0
43727,4001707501,9.0,0,0,0,0,1,0,1
43728,4001710001,13.0,1,0,0,1,0,0,0
43729,4001710004,6.0,1,0,0,1,0,0,0
43730,4001710005,6.0,1,0,0,1,0,0,0
43731,4001710006,6.0,1,0,0,1,0,0,0
43732,4001710007,4.0,1,0,1,0,0,0,0
43733,4001710008,6.0,1,0,0,1,0,0,0
43734,4001710009,6.0,1,0,0,1,0,0,0
43735,4001710010,4.0,1,0,1,0,0,0,0
43736,4001710012,6.0,1,0,0,1,0,0,0
43737,4001710013,6.0,1,0,0,1,0,0,0
43738,4001710015,6.0,1,0,0,1,0,0,0
43739,4001710016,6.0,1,0,0,1,0,0,0
43740,4001710018,1.0,1,1,0,0,0,0,0
43741,4001710019,6.0,1,0,0,1,0,0,0
43742,4001710021,6.0,1,0,0,1,0,0,0
43743,4001710022,6.0,1,0,0,1,0,0,0
43744,4001710024,6.0,1,0,0,1,0,0,0
43745,4001710025,6.0,1,0,0,1,0,0,0
43746,4001710027,88.0,1,0,0,1,0,0,0
43748,4001710038,6.0,1,0,0,1,0,0,0
43749,4001710039,1.0,1,1,0,0,0,0,0
43750,4001710040,6.0,1,0,0,1,0,0,0
43751,4001710041,6.0,1,0,1,0,0,0,0
43752,4001710042,6.0,1,0,0,1,0,0,0
43753,4001710043,6.0,1,0,0,1,0,0,0
43754,4001710044,6.0,1,0,0,1,0,0,0
43755,4001710045,6.0,1,0,0,1,0,0,0
43756,4001710046,6.0,1,0,0,1,0,0,0
43757,4001710047,5.0,1,0,1,0,0,0,0
43760,4001710050,6.0,1,0,0,1,0,0,0
43762,4001710052,6.0,1,0,0,1,0,0,0
43763,4001710053,6.0,1,0,0,1,0,0,0
43764,4001710054,6.0,1,0,0,1,0,0,0
43765,4001710055,4.0,1,0,1,0,0,0,0
43766,4001710056,3.0,1,0,1,0,0,0,0
43767,4001710061,38.0,1,0,0,1,0,0,0
43768,4001730007,6.0,1,0,0,1,0,0,0
43770,4001730010,5.0,1,0,1,0,0,0,0
43771,4001730011,6.0,1,0,0,1,0,0,0
43772,4001730012,6.0,1,0,0,1,0,0,0
43773,4001730013,5.0,1,0,1,0,0,0,0
43774,4001730014,6.0,1,0,0,1,0,0,0
43775,4001730032,6.0,1,0,0,1,0,0,0
43776,4001730033,6.0,1,0,0,1,0,0,0
43777,4001730034,4.0,1,0,1,0,0,0,0
43778,4001730035,6.0,1,0,0,1,0,0,0
43779,4001730036,6.0,1,0,0,1,0,0,0
43780,4001730037,5.0,1,0,1,0,0,0,0
43781,4001730038,5.0,1,0,1,0,0,0,0
43782,4001730039,6.0,1,0,0,1,0,0,0
43783,4001730040,6.0,1,0,0,1,0,0,0
43784,4001730041,6.0,1,0,0,1,0,0,0
43785,4001730042,6.0,1,0,0,1,0,0,0
43786,4001730048,46.0,1,0,0,1,0,0,0
43788,4001750021,6.0,1,0,0,1,0,0,0
43789,4001750023,6.0,1,0,0,1,0,0,0
43790,4001750024,4.0,1,0,1,0,0,0,0
43791,4001750026,6.0,1,0,0,1,0,0,0
43795,4001840009,49.0,1,0,0,1,0,0,0
43796,4001840014,49.0,1,0,0,1,0,0,0
43797,4001840023,58.0,1,0,0,1,0,0,0
43798,4001840029,55.0,1,0,0,1,0,0,0
43800,4001847501,6.0,1,1,0,0,0,0,0
43801,4001850017,75.0,1,0,1,0,0,0,0
43803,4001860001,53.0,1,0,1,0,0,0,0
43804,4001860037,16.0,1,0,1,0,0,0,0
43805,4001860039,9.0,1,0,1,0,0,0,0
43806,4001860042,15.0,1,1,0,0,0,0,0
43807,4001870027,20.0,1,0,0,1,0,0,0
43808,4001880009,7.0,1,0,1,0,0,0,0
43809,4001880011,16.0,1,0,0,1,0,0,0
43810,4001880013,10.0,1,0,1,0,0,0,0
43811,4001880015,15.0,1,0,0,1,0,0,0
43812,4001880017,12.0,1,0,1,0,0,0,0
43813,4001880019,7.0,1,0,1,0,0,0,0
43814,4001880021,65.0,1,0,1,0,0,0,0
43815,4001880029,6.0,1,0,0,1,0,0,0
43816,4001880030,6.0,1,0,0,1,0,0,0
43817,4001880031,6.0,1,0,0,1,0,0,0
43818,4001880032,2.0,1,1,0,0,0,0,0
43819,4001880033,1.0,1,1,0,0,0,0,0
43820,4001880034,2.0,1,1,0,0,0,0,0
43821,4001880035,5.0,1,0,1,0,0,0,0
43822,4001880037,4.0,1,0,1,0,0,0,0
43823,4001880038,6.0,1,0,0,1,0,0,0
43824,4001880039,6.0,1,0,0,1,0,0,0
43825,4001880040,6.0,1,0,0,1,0,0,0
43826,4001890009,6.0,1,0,0,1,0,0,0
43827,4001890010,5.0,1,0,1,0,0,0,0
43828,4001890011,6.0,1,0,0,1,0,0,0
43829,4001890012,6.0,1,0,0,1,0,0,0
43830,4001890014,47.0,1,0,1,0,0,0,0
43831,4001890019,49.0,1,0,1,0,0,0,0
43833,4001890031,5.0,1,0,1,0,0,0,0
43835,4001890034,6.0,1,0,0,1,0,0,0
43836,4001890036,6.0,1,0,0,1,0,0,0
43837,4001890037,6.0,1,0,0,1,0,0,0
43838,4001890039,6.0,1,0,0,1,0,0,0
43839,4001890040,6.0,1,0,0,1,0,0,0
43840,4001890041,5.0,1,0,1,0,0,0,0
43842,4001900010,42.0,1,0,0,1,0,0,0
43843,4001900013,16.0,1,0,1,0,0,0,0
43844,4001900016,40.0,1,0,0,1,0,0,0
43845,4001900020,42.0,1,0,1,0,0,0,0
43846,4001900025,49.0,1,0,1,0,0,0,0
43847,4001900030,32.0,1,0,0,1,0,0,0
43848,4001900032,11.0,1,0,0,1,0,0,0
43849,4001900035,5.0,1,0,1,0,0,0,0
43850,4001900036,6.0,1,0,0,1,0,0,0
43852,4001900038,6.0,1,0,0,1,0,0,0
43855,4001900043,16.0,1,0,0,1,0,0,0
43856,4001910030,40.0,1,0,0,1,0,0,0
43857,4001910035,32.0,1,0,1,0,0,0,0
43858,4001910040,36.0,1,0,0,1,0,0,0
43859,4001910044,24.0,0,0,0,0,0,0,0
43860,4001920001,11.0,1,0,1,0,0,0,0
43861,4001920003,13.0,1,0,1,0,0,0,0
43862,4001920005,20.0,1,0,0,1,0,0,0
43863,4001920007,9.0,1,0,1,0,0,0,0
43864,4001920009,5.0,0,0,0,0,1,1,0
43865,4001920011,1.0,1,1,0,0,0,0,0
43866,4001920012,6.0,1,0,0,1,0,0,0
43867,4001920013,6.0,1,0,0,1,0,0,0
43868,4001920016,6.0,1,0,0,1,0,0,0
43869,4001920017,5.0,1,0,1,0,0,0,0
43870,4001920018,5.0,0,0,0,0,1,1,0
43871,4001920019,6.0,1,0,0,1,0,0,0
43872,4001920020,6.0,1,0,0,1,0,0,0
43873,4001920021,5.0,1,0,1,0,0,0,0
43874,4001920022,4.0,1,0,1,0,0,0,0
43875,4001920024,5.0,1,0,1,0,0,0,0
43876,4001920035,20.0,0,0,0,0,1,1,0
43877,4001920039,6.0,1,1,0,0,0,0,0
43878,4001920040,20.0,1,0,0,1,0,0,0
43879,4001920042,12.0,1,0,1,0,0,0,0
43880,4001920045,20.0,1,0,0,1,0,0,0
43881,4001920048,10.0,1,0,1,0,0,0,0
43882,4001920050,17.0,1,0,1,0,0,0,0
43883,4001920054,9.0,1,0,1,0,0,0,0
43884,4001930001,6.0,1,0,0,1,0,0,0
43885,4001930003,6.0,1,0,0,1,0,0,0
43886,4001930004,6.0,1,0,0,1,0,0,0
43889,4001930007,2.0,1,1,0,0,0,0,0
43891,4001930011,3.0,1,0,1,0,0,0,0
43892,4001930012,3.0,1,0,1,0,0,0,0
43893,4001930013,6.0,1,0,0,1,0,0,0
43896,4001930016,6.0,1,0,0,1,0,0,0
43897,4001930017,6.0,1,0,0,1,0,0,0
43898,4001930018,6.0,1,0,0,1,0,0,0
43901,4001930021,5.0,1,0,1,0,0,0,0
43903,4001930023,6.0,1,0,0,1,0,0,0
43904,4001930024,5.0,1,0,1,0,0,0,0
43905,4001930047,57.0,1,0,0,1,0,0,0
43906,4001930055,37.0,1,0,1,0,0,0,0
43908,4001940001,6.0,1,0,1,0,0,0,0
43909,4001940006,1.0,1,1,0,0,0,0,0
43910,4001940007,64.0,1,0,0,1,0,0,0
43911,4001940017,13.0,1,0,1,0,0,0,0
43912,4001940022,13.0,1,0,1,0,0,0,0
43914,4001940041,6.0,1,0,0,1,0,0,0
43916,4001940043,6.0,1,0,0,1,0,0,0
43917,4001940044,6.0,1,0,0,1,0,0,0
43918,4001940045,5.0,1,0,1,0,0,0,0
43919,4001940046,6.0,1,0,0,1,0,0,0
43920,4001940047,6.0,1,0,0,1,0,0,0
43921,4001940048,5.0,1,0,1,0,0,0,0
43922,4001940049,6.0,1,0,0,1,0,0,0
43923,4001940050,6.0,1,0,0,1,0,0,0
43924,4001940051,6.0,1,0,0,1,0,0,0
43925,4001940052,6.0,1,0,0,1,0,0,0
43927,4001940054,6.0,1,0,0,1,0,0,0
43928,4001940055,6.0,1,0,0,1,0,0,0
43930,4001940057,6.0,1,0,0,1,0,0,0
43931,4001940058,6.0,1,0,0,1,0,0,0
43932,4001940059,6.0,1,0,0,1,0,0,0
43933,4001940060,6.0,1,0,0,1,0,0,0
43934,4001950001,38.0,1,0,0,1,0,0,0
43935,4001950005,12.0,1,0,1,0,0,0,0
43936,4001950007,24.0,1,0,0,1,0,0,0
43937,4001950032,10.0,1,0,1,0,0,0,0
43938,4001950034,11.0,1,0,1,0,0,0,0
43939,4001950036,4.0,1,0,1,0,0,0,0
43940,4001950037,3.0,1,1,0,0,0,0,0
43942,4001950040,9.0,1,0,1,0,0,0,0
43943,4001950041,10.0,1,0,0,1,0,0,0
43944,4001950043,10.0,1,0,0,1,0,0,0
43945,4001950044,62.0,1,0,1,0,0,0,0
43946,4001960012,56.0,1,0,0,1,0,0,0
43947,4001960022,48.0,1,0,1,0,0,0,0
43950,4001980001,48.0,1,0,1,0,0,0,0
43951,4001980005,51.0,1,0,1,0,0,0,0
43954,4001980037,2.0,1,1,0,0,0,0,0
43956,4001980039,3.0,1,0,1,0,0,0,0
43957,4001980041,22.0,1,0,0,1,0,0,0
43958,4001980044,27.0,1,0,0,1,0,0,0
43959,4001980139,6.0,1,0,0,1,0,0,0
43961,4001980141,6.0,1,0,0,1,0,0,0
43962,4001990024,20.0,1,0,0,1,0,0,0
43963,4001990027,20.0,1,0,0,1,0,0,0
43964,4001990032,20.0,1,0,0,1,0,0,0
43965,4001990033,59.0,1,0,0,1,0,0,0
43966,4001990052,51.0,1,0,0,1,0,0,0
43967,4001997501,1.0,1,1,0,0,0,0,0
43968,4002000001,13.0,1,0,1,0,0,0,0
43969,4002000023,38.0,1,0,1,0,0,0,0
43970,4002000030,45.0,1,0,1,0,0,0,0
43971,4002010001,95.0,1,0,0,1,0,0,0
43973,4002020037,6.0,1,0,0,1,0,0,0
43974,4002020038,6.0,1,0,0,1,0,0,0
43975,4002020039,6.0,1,0,0,1,0,0,0
43976,4002020041,6.0,1,0,0,1,0,0,0
43978,4002020043,6.0,1,0,0,1,0,0,0
43981,4002020047,6.0,1,0,0,1,0,0,0
43983,4002020049,6.0,1,0,0,1,0,0,0
43984,4002020050,5.0,1,0,1,0,0,0,0
43985,4002020052,6.0,1,0,0,1,0,0,0
43986,4002020053,6.0,1,0,0,1,0,0,0
43987,4002020054,6.0,1,0,0,1,0,0,0
43988,4002020055,1.0,1,1,0,0,0,0,0
43989,4002050015,23.0,1,0,1,0,0,0,0
43990,4002050024,72.0,1,0,0,1,0,0,0
43992,4002070001,133.0,1,0,0,1,0,0,0
43996,4002120008,4.0,1,0,1,0,0,0,0
43998,4002127501,15.0,0,0,0,0,1,1,0
43999,4002280018,16.0,1,0,0,1,0,0,0
44000,4002280019,16.0,1,0,0,1,0,0,0
44001,4002320003,6.0,1,0,0,1,0,0,0
44002,4002320018,79.0,1,0,0,1,0,0,0
44003,4002340031,6.0,1,0,0,1,0,0,0
44004,4002360066,116.0,1,0,0,1,0,0,0
44006,4002397501,467.0,0,0,0,0,1,0,1
44007,4002630009,550.0,0,0,0,0,1,0,1
44008,4002640001,671.0,0,0,0,0,1,0,1
44009,4002640017,650.0,0,0,0,0,1,0,1
44010,4002660003,790.0,0,0,0,0,1,1,0
44011,4002670009,285.0,0,0,0,0,1,0,1
44012,4002680001,270.0,0,0,0,0,1,0,1
44013,4002680008,168.0,0,0,0,0,1,0,1
44014,4002680011,82.0,0,0,0,0,1,0,1
44015,4002680015,98.0,0,0,0,0,1,0,1
44016,4002680018,9.0,0,0,0,0,1,1,0
44017,4002680031,15.0,0,0,0,0,1,0,1
44018,4002970035,6.0,1,0,1,0,0,0,0
44019,4002970038,3.0,1,0,1,0,0,0,0
44022,4003040003,12.0,1,0,0,1,0,0,0
44024,4003110017,6.0,1,0,0,1,0,0,0
44025,4003110018,6.0,1,0,0,1,0,0,0
44026,4003110019,6.0,1,0,0,1,0,0,0
44027,4003110020,4.0,1,0,1,0,0,0,0
44028,4003110024,5.0,1,0,1,0,0,0,0
44030,4003190001,18.0,1,0,1,0,0,0,0
44031,4003190003,15.0,1,0,0,1,0,0,0
44032,4003190005,10.0,1,0,1,0,0,0,0
44033,4003190007,12.0,1,0,0,1,0,0,0
44034,4003200020,2.0,1,1,0,0,0,0,0
44035,4003200022,6.0,1,0,0,1,0,0,0
44036,4003210005,6.0,1,0,0,1,0,0,0
44037,4003227501,404.0,0,0,0,0,0,0,0
44038,4003230002,1.0,1,1,0,0,0,0,0
44039,4003230031,4.0,1,0,1,0,0,0,0
44041,4003240001,14.0,1,0,0,1,0,0,0
44042,4003240006,12.0,1,0,0,1,0,0,0
44043,4003240009,6.0,1,0,0,1,0,0,0
44045,4003240026,6.0,1,0,0,1,0,0,0
44061,4003260020,4.0,1,0,1,0,0,0,0
44062,4003280020,26.0,1,0,0,1,0,0,0
44064,4003290011,6.0,1,0,0,1,0,0,0
44068,4003300005,8.0,1,0,0,1,0,0,0
44070,4003300047,8.0,0,0,0,0,1,1,0
44071,4003300048,17.0,1,0,1,0,0,0,0
44072,4003390004,6.0,1,0,0,1,0,0,0
44073,4003390005,6.0,1,0,0,1,0,0,0
44076,4003390008,4.0,1,0,1,0,0,0,0
44077,4003390009,6.0,1,0,0,1,0,0,0
44078,4003390010,6.0,1,0,0,1,0,0,0
44080,4003390012,5.0,1,0,1,0,0,0,0
44081,4003390013,6.0,1,0,0,1,0,0,0
44083,4003390015,6.0,1,0,0,1,0,0,0
44084,4003390016,6.0,1,0,0,1,0,0,0
44085,4003390017,6.0,1,0,0,1,0,0,0
44086,4003390165,24.0,1,0,0,1,0,0,0
44087,4003400013,33.0,1,0,0,1,0,0,0
44088,4003400038,6.0,1,0,0,1,0,0,0
44091,4003400042,5.0,1,0,1,0,0,0,0
44093,4003410010,23.0,1,0,1,0,0,0,0
44094,4003410013,31.0,1,0,0,1,0,0,0
44095,4003410016,5.0,1,0,1,0,0,0,0
44096,4003410017,2.0,1,1,0,0,0,0,0
44097,4003410018,5.0,1,0,1,0,0,0,0
44098,4003410021,44.0,1,0,0,1,0,0,0
44099,4003410032,6.0,1,0,0,1,0,0,0
44100,4003410045,34.0,1,0,1,0,0,0,0
44101,4003420018,71.0,0,0,0,0,1,1,0
44102,4003420024,38.0,1,0,1,0,0,0,0
44103,4003420029,16.0,1,0,0,1,0,0,0
44104,4003430024,71.0,1,0,0,1,0,0,0
44105,4003510014,18.0,0,0,0,0,1,1,0
44106,4003550017,2.0,1,1,0,0,0,0,0
44107,4003550019,6.0,1,0,1,0,0,0,0
44108,4003590016,8.0,1,0,0,1,0,0,0
44109,4003600020,7.0,1,0,0,1,0,0,0
44110,4003600021,7.0,1,0,1,0,0,0,0
44112,4003677501,57.0,0,0,0,0,1,0,1
44113,4003680004,3.0,1,1,0,0,0,0,0
44114,4003680006,29.0,1,0,0,1,0,0,0
44115,4003680008,30.0,1,0,0,1,0,0,0
44116,4003687501,32.0,0,0,0,0,1,0,1
44117,4003690007,32.0,1,0,1,0,0,0,0
44118,4003697501,3.0,0,0,0,0,1,0,1
44119,4003700001,8.0,1,1,0,0,0,0,0
44120,4003700032,20.0,1,0,0,1,0,0,0
44121,4003707501,25.0,0,0,0,0,1,0,1
44123,4003727501,56.0,0,0,0,0,1,0,1
44124,4003730002,5.0,0,0,0,0,1,0,1
44125,4003730012,79.0,0,0,0,0,1,0,1
44126,4003740010,21.0,0,0,0,0,1,1,0
44127,4003750001,43.0,0,0,0,0,1,0,1
44128,4003750033,94.0,0,0,0,0,1,1,0
44129,4003777501,85.0,0,0,0,0,1,0,1
44131,4003810030,77.0,1,0,1,0,0,0,0
44132,4003820015,9.0,0,0,0,0,1,0,1
44133,4003820021,10.0,0,0,0,0,1,0,1
44134,4003820029,53.0,0,0,0,0,1,0,1
44135,4003827502,41.0,0,0,0,0,1,1,0
44136,4003830013,7.0,1,0,1,0,0,0,0
44137,4003840001,31.0,0,0,0,0,0,0,0
44138,4003840015,13.0,1,0,1,0,0,0,0
44139,4003850015,15.0,1,0,0,1,0,0,0
44140,4003850017,6.0,1,0,1,0,0,0,0
44141,4003850020,5.0,1,0,1,0,0,0,0
44142,4003850028,18.0,1,0,0,1,0,0,0
44143,4003850030,8.0,1,0,0,1,0,0,0
44144,4003870002,6.0,0,0,0,0,1,0,1
44145,4003870012,40.0,1,0,1,0,0,0,0
44146,4003870017,19.0,0,0,0,0,1,0,1
44147,4003880013,52.0,1,0,0,1,0,0,0
44148,4003940042,27.0,1,0,0,1,0,0,0
44149,4003950010,21.0,1,0,0,1,0,0,0
44150,4003950012,16.0,1,0,1,0,0,0,0
44151,4003950014,21.0,1,0,0,1,0,0,0
44152,4003960002,7.0,1,0,1,0,0,0,0
44153,4003960037,18.0,1,0,1,0,0,0,0
44154,4003970013,1.0,1,1,0,0,0,0,0
44155,4003970014,8.0,1,1,0,0,0,0,0
44156,4003970017,6.0,0,0,0,0,1,0,1
44158,4003990010,3.0,1,0,1,0,0,0,0
44159,4003990012,8.0,1,0,0,1,0,0,0
44160,4003990034,31.0,0,0,0,0,1,0,1
44162,4004030003,290.0,0,0,0,0,1,0,1
